,설립구분,지역,학교명,기준연도,출생년도,학년,구분,학생수
451379,공립,충청북도 증평군,도안초등학교,2021,09,6학년,ttl,5
533132,공립,충청북도 증평군,도안초등학교,2020,09,5학년,in,0
539421,공립,충청북도 증평군,도안초등학교,2020,09,5학년,out,1
545710,공립,충청북도 증평군,도안초등학교,2020,09,5학년,ttl,5
627229,공립,충청북도 증평군,도안초등학교,2019,09,4학년,in,0
633494,공립,충청북도 증평군,도안초등학교,2019,09,4학년,out,1
639759,공립,충청북도 증평군,도안초등학교,2019,09,4학년,ttl,7
721103,공립,충청북도 증평군,도안초등학교,2018,09,3학년,in,0
727355,공립,충청북도 증평군,도안초등학교,2018,09,3학년,out,1
733607,공립,충청북도 증평군,도안초등학교,2018,09,3학년,ttl,8
814842,공립,충청북도 증평군,도안초등학교,2017,09,2학년,in,1
821085,공립,충청북도 증평군,도안초등학교,2017,09,2학년,out,3
827328,공립,충청북도 증평군,도안초등학교,2017,09,2학년,ttl,7
908461,공립,충청북도 증평군,도안초등학교,2016,09,1학년,in,1
914680,공립,충청북도 증평군,도안초등학교,2016,09,1학년,out,0
920899,공립,충청북도 증평군,도안초등학교,2016,09,1학년,ttl,9
325208,공립,충청북도 증평군,도안초등학교,2022,10,6학년,in,0
331517,공립,충청북도 증평군,도안초등학교,2022,10,6학년,out,0
337826,공립,충청북도 증평군,도안초등학교,2022,10,6학년,ttl,10
419834,공립,충청북도 증평군,도안초등학교,2021,10,5학년,in,1
426143,공립,충청북도 증평군,도안초등학교,2021,10,5학년,out,1
432452,공립,충청북도 증평군,도안초등학교,2021,10,5학년,ttl,10
514265,공립,충청북도 증평군,도안초등학교,2020,10,4학년,in,0
520554,공립,충청북도 증평군,도안초등학교,2020,10,4학년,out,1
526843,공립,충청북도 증평군,도안초등학교,2020,10,4학년,ttl,11
608434,공립,충청북도 증평군,도안초등학교,2019,10,3학년,in,0
614699,공립,충청북도 증평군,도안초등학교,2019,10,3학년,out,1
620964,공립,충청북도 증평군,도안초등학교,2019,10,3학년,ttl,12
702347,공립,충청북도 증평군,도안초등학교,2018,10,2학년,in,1
708599,공립,충청북도 증평군,도안초등학교,2018,10,2학년,out,0
714851,공립,충청북도 증평군,도안초등학교,2018,10,2학년,ttl,11
796113,공립,충청북도 증평군,도안초등학교,2017,10,1학년,in,0
802356,공립,충청북도 증평군,도안초등학교,2017,10,1학년,out,1
808599,공립,충청북도 증평군,도안초등학교,2017,10,1학년,ttl,12
211659,공립,충청북도 증평군,도안초등학교,2023,11,6학년,in,0
217966,공립,충청북도 증평군,도안초등학교,2023,11,6학년,out,0
224273,공립,충청북도 증평군,도안초등학교,2023,11,6학년,ttl,10
306281,공립,충청북도 증평군,도안초등학교,2022,11,5학년,in,1
312590,공립,충청북도 증평군,도안초등학교,2022,11,5학년,out,2
318899,공립,충청북도 증평군,도안초등학교,2022,11,5학년,ttl,12
400907,공립,충청북도 증평군,도안초등학교,2021,11,4학년,in,1
407216,공립,충청북도 증평군,도안초등학교,2021,11,4학년,out,3
413525,공립,충청북도 증평군,도안초등학교,2021,11,4학년,ttl,10
495398,공립,충청북도 증평군,도안초등학교,2020,11,3학년,in,0
501687,공립,충청북도 증평군,도안초등학교,2020,11,3학년,out,7
507976,공립,충청북도 증평군,도안초등학교,2020,11,3학년,ttl,15
589639,공립,충청북도 증평군,도안초등학교,2019,11,2학년,in,0
595904,공립,충청북도 증평군,도안초등학교,2019,11,2학년,out,3
602169,공립,충청북도 증평군,도안초등학교,2019,11,2학년,ttl,18
683591,공립,충청북도 증평군,도안초등학교,2018,11,1학년,in,0
689843,공립,충청북도 증평군,도안초등학교,2018,11,1학년,out,1
696095,공립,충청북도 증평군,도안초등학교,2018,11,1학년,ttl,18
98152,공립,충청북도 증평군,도안초등학교,2024,12,6학년,in,1
104454,공립,충청북도 증평군,도안초등학교,2024,12,6학년,out,1
110756,공립,충청북도 증평군,도안초등학교,2024,12,6학년,ttl,20
192738,공립,충청북도 증평군,도안초등학교,2023,12,5학년,in,2
199045,공립,충청북도 증평군,도안초등학교,2023,12,5학년,out,1
205352,공립,충청북도 증평군,도안초등학교,2023,12,5학년,ttl,19
287354,공립,충청북도 증평군,도안초등학교,2022,12,4학년,in,2
293663,공립,충청북도 증평군,도안초등학교,2022,12,4학년,out,1
299972,공립,충청북도 증평군,도안초등학교,2022,12,4학년,ttl,18
381980,공립,충청북도 증평군,도안초등학교,2021,12,3학년,in,1
388289,공립,충청북도 증평군,도안초등학교,2021,12,3학년,out,2
394598,공립,충청북도 증평군,도안초등학교,2021,12,3학년,ttl,18
476531,공립,충청북도 증평군,도안초등학교,2020,12,2학년,in,0
482820,공립,충청북도 증평군,도안초등학교,2020,12,2학년,out,3
489109,공립,충청북도 증평군,도안초등학교,2020,12,2학년,ttl,19
570844,공립,충청북도 증평군,도안초등학교,2019,12,1학년,in,2
577109,공립,충청북도 증평군,도안초등학교,2019,12,1학년,out,2
583374,공립,충청북도 증평군,도안초등학교,2019,12,1학년,ttl,19
552030,공립,충청북도 보은군,동광초등학교,2020,08,6학년,in,0
558319,공립,충청북도 보은군,동광초등학교,2020,08,6학년,out,3
564608,공립,충청북도 보은군,동광초등학교,2020,08,6학년,ttl,84
646055,공립,충청북도 보은군,동광초등학교,2019,08,5학년,in,3
652320,공립,충청북도 보은군,동광초등학교,2019,08,5학년,out,3
658585,공립,충청북도 보은군,동광초등학교,2019,08,5학년,ttl,85
739891,공립,충청북도 보은군,동광초등학교,2018,08,4학년,in,3
746143,공립,충청북도 보은군,동광초등학교,2018,08,4학년,out,7
752395,공립,충청북도 보은군,동광초등학교,2018,08,4학년,ttl,86
833603,공립,충청북도 보은군,동광초등학교,2017,08,3학년,in,3
839846,공립,충청북도 보은군,동광초등학교,2017,08,3학년,out,3
846089,공립,충청북도 보은군,동광초등학교,2017,08,3학년,ttl,88
927152,공립,충청북도 보은군,동광초등학교,2016,08,2학년,in,3
933371,공립,충청북도 보은군,동광초등학교,2016,08,2학년,out,3
939590,공립,충청북도 보은군,동광초등학교,2016,08,2학년,ttl,89
1020421,공립,충청북도 보은군,동광초등학교,2015,08,1학년,in,2
1026632,공립,충청북도 보은군,동광초등학교,2015,08,1학년,out,2
1032843,공립,충청북도 보은군,동광초등학교,2015,08,1학년,ttl,88
438792,공립,충청북도 보은군,동광초등학교,2021,09,6학년,in,2
445101,공립,충청북도 보은군,동광초등학교,2021,09,6학년,out,3
451410,공립,충청북도 보은군,동광초등학교,2021,09,6학년,ttl,77
533163,공립,충청북도 보은군,동광초등학교,2020,09,5학년,in,1
539452,공립,충청북도 보은군,동광초등학교,2020,09,5학년,out,4
545741,공립,충청북도 보은군,동광초등학교,2020,09,5학년,ttl,80
627260,공립,충청북도 보은군,동광초등학교,2019,09,4학년,in,4
633525,공립,충청북도 보은군,동광초등학교,2019,09,4학년,out,2
639790,공립,충청북도 보은군,동광초등학교,2019,09,4학년,ttl,81
721135,공립,충청북도 보은군,동광초등학교,2018,09,3학년,in,1
727387,공립,충청북도 보은군,동광초등학교,2018,09,3학년,out,6
733639,공립,충청북도 보은군,동광초등학교,2018,09,3학년,ttl,82
814874,공립,충청북도 보은군,동광초등학교,2017,09,2학년,in,1
821117,공립,충청북도 보은군,동광초등학교,2017,09,2학년,out,5
827360,공립,충청북도 보은군,동광초등학교,2017,09,2학년,ttl,86
908495,공립,충청북도 보은군,동광초등학교,2016,09,1학년,in,1
914714,공립,충청북도 보은군,동광초등학교,2016,09,1학년,out,3
920933,공립,충청북도 보은군,동광초등학교,2016,09,1학년,ttl,89
325238,공립,충청북도 보은군,동광초등학교,2022,10,6학년,in,1
331547,공립,충청북도 보은군,동광초등학교,2022,10,6학년,out,0
337856,공립,충청북도 보은군,동광초등학교,2022,10,6학년,ttl,86
419865,공립,충청북도 보은군,동광초등학교,2021,10,5학년,in,3
426174,공립,충청북도 보은군,동광초등학교,2021,10,5학년,out,3
432483,공립,충청북도 보은군,동광초등학교,2021,10,5학년,ttl,85
514296,공립,충청북도 보은군,동광초등학교,2020,10,4학년,in,1
520585,공립,충청북도 보은군,동광초등학교,2020,10,4학년,out,3
526874,공립,충청북도 보은군,동광초등학교,2020,10,4학년,ttl,87
608465,공립,충청북도 보은군,동광초등학교,2019,10,3학년,in,2
614730,공립,충청북도 보은군,동광초등학교,2019,10,3학년,out,2
620995,공립,충청북도 보은군,동광초등학교,2019,10,3학년,ttl,88
702379,공립,충청북도 보은군,동광초등학교,2018,10,2학년,in,2
708631,공립,충청북도 보은군,동광초등학교,2018,10,2학년,out,2
714883,공립,충청북도 보은군,동광초등학교,2018,10,2학년,ttl,88
796145,공립,충청북도 보은군,동광초등학교,2017,10,1학년,in,0
802388,공립,충청북도 보은군,동광초등학교,2017,10,1학년,out,4
808631,공립,충청북도 보은군,동광초등학교,2017,10,1학년,ttl,99
211689,공립,충청북도 보은군,동광초등학교,2023,11,6학년,in,4
217996,공립,충청북도 보은군,동광초등학교,2023,11,6학년,out,6
224303,공립,충청북도 보은군,동광초등학교,2023,11,6학년,ttl,75
306311,공립,충청북도 보은군,동광초등학교,2022,11,5학년,in,4
312620,공립,충청북도 보은군,동광초등학교,2022,11,5학년,out,5
318929,공립,충청북도 보은군,동광초등학교,2022,11,5학년,ttl,78
400938,공립,충청북도 보은군,동광초등학교,2021,11,4학년,in,4
407247,공립,충청북도 보은군,동광초등학교,2021,11,4학년,out,5
413556,공립,충청북도 보은군,동광초등학교,2021,11,4학년,ttl,76
495429,공립,충청북도 보은군,동광초등학교,2020,11,3학년,in,1
501718,공립,충청북도 보은군,동광초등학교,2020,11,3학년,out,7
508007,공립,충청북도 보은군,동광초등학교,2020,11,3학년,ttl,81
589670,공립,충청북도 보은군,동광초등학교,2019,11,2학년,in,3
595935,공립,충청북도 보은군,동광초등학교,2019,11,2학년,out,2
602200,공립,충청북도 보은군,동광초등학교,2019,11,2학년,ttl,82
683623,공립,충청북도 보은군,동광초등학교,2018,11,1학년,in,3
689875,공립,충청북도 보은군,동광초등학교,2018,11,1학년,out,3
696127,공립,충청북도 보은군,동광초등학교,2018,11,1학년,ttl,87
98182,공립,충청북도 보은군,동광초등학교,2024,12,6학년,in,3
104484,공립,충청북도 보은군,동광초등학교,2024,12,6학년,out,1
110786,공립,충청북도 보은군,동광초등학교,2024,12,6학년,ttl,69
192768,공립,충청북도 보은군,동광초등학교,2023,12,5학년,in,0
199075,공립,충청북도 보은군,동광초등학교,2023,12,5학년,out,2
205382,공립,충청북도 보은군,동광초등학교,2023,12,5학년,ttl,68
287384,공립,충청북도 보은군,동광초등학교,2022,12,4학년,in,2
293693,공립,충청북도 보은군,동광초등학교,2022,12,4학년,out,1
300002,공립,충청북도 보은군,동광초등학교,2022,12,4학년,ttl,70
382011,공립,충청북도 보은군,동광초등학교,2021,12,3학년,in,3
388320,공립,충청북도 보은군,동광초등학교,2021,12,3학년,out,4
394629,공립,충청북도 보은군,동광초등학교,2021,12,3학년,ttl,68
476562,공립,충청북도 보은군,동광초등학교,2020,12,2학년,in,2
482851,공립,충청북도 보은군,동광초등학교,2020,12,2학년,out,5
489140,공립,충청북도 보은군,동광초등학교,2020,12,2학년,ttl,73
570875,공립,충청북도 보은군,동광초등학교,2019,12,1학년,in,2
577140,공립,충청북도 보은군,동광초등학교,2019,12,1학년,out,2
583405,공립,충청북도 보은군,동광초등학교,2019,12,1학년,ttl,73
552208,공립,충청북도 충주시,동락초등학교,2020,08,6학년,in,0
558497,공립,충청북도 충주시,동락초등학교,2020,08,6학년,out,0
564786,공립,충청북도 충주시,동락초등학교,2020,08,6학년,ttl,4
646235,공립,충청북도 충주시,동락초등학교,2019,08,5학년,in,0
652500,공립,충청북도 충주시,동락초등학교,2019,08,5학년,out,0
658765,공립,충청북도 충주시,동락초등학교,2019,08,5학년,ttl,4
740076,공립,충청북도 충주시,동락초등학교,2018,08,4학년,in,0
746328,공립,충청북도 충주시,동락초등학교,2018,08,4학년,out,0
752580,공립,충청북도 충주시,동락초등학교,2018,08,4학년,ttl,4
833791,공립,충청북도 충주시,동락초등학교,2017,08,3학년,in,0
840034,공립,충청북도 충주시,동락초등학교,2017,08,3학년,out,1
846277,공립,충청북도 충주시,동락초등학교,2017,08,3학년,ttl,4
927340,공립,충청북도 충주시,동락초등학교,2016,08,2학년,in,0
933559,공립,충청북도 충주시,동락초등학교,2016,08,2학년,out,1
939778,공립,충청북도 충주시,동락초등학교,2016,08,2학년,ttl,6
1020609,공립,충청북도 충주시,동락초등학교,2015,08,1학년,in,1
1026820,공립,충청북도 충주시,동락초등학교,2015,08,1학년,out,0
1033031,공립,충청북도 충주시,동락초등학교,2015,08,1학년,ttl,5
438969,공립,충청북도 충주시,동락초등학교,2021,09,6학년,in,0
445278,공립,충청북도 충주시,동락초등학교,2021,09,6학년,out,0
451587,공립,충청북도 충주시,동락초등학교,2021,09,6학년,ttl,1
533341,공립,충청북도 충주시,동락초등학교,2020,09,5학년,in,0
539630,공립,충청북도 충주시,동락초등학교,2020,09,5학년,out,2
545919,공립,충청북도 충주시,동락초등학교,2020,09,5학년,ttl,2
627440,공립,충청북도 충주시,동락초등학교,2019,09,4학년,in,0
633705,공립,충청북도 충주시,동락초등학교,2019,09,4학년,out,1
639970,공립,충청북도 충주시,동락초등학교,2019,09,4학년,ttl,1
721320,공립,충청북도 충주시,동락초등학교,2018,09,3학년,in,0
727572,공립,충청북도 충주시,동락초등학교,2018,09,3학년,out,0
733824,공립,충청북도 충주시,동락초등학교,2018,09,3학년,ttl,2
815062,공립,충청북도 충주시,동락초등학교,2017,09,2학년,in,0
821305,공립,충청북도 충주시,동락초등학교,2017,09,2학년,out,1
827548,공립,충청북도 충주시,동락초등학교,2017,09,2학년,ttl,3
908683,공립,충청북도 충주시,동락초등학교,2016,09,1학년,in,1
