,설립구분,지역,학교명,기준연도,출생년도,학년,구분,학생수
211921,공립,충청북도 보은군,판동초등학교송죽분교장,2023,11,6학년,in,0
218228,공립,충청북도 보은군,판동초등학교송죽분교장,2023,11,6학년,out,0
224535,공립,충청북도 보은군,판동초등학교송죽분교장,2023,11,6학년,ttl,3
306544,공립,충청북도 보은군,판동초등학교송죽분교장,2022,11,5학년,in,0
312853,공립,충청북도 보은군,판동초등학교송죽분교장,2022,11,5학년,out,0
319162,공립,충청북도 보은군,판동초등학교송죽분교장,2022,11,5학년,ttl,0
98414,공립,충청북도 보은군,판동초등학교송죽분교장,2024,12,6학년,in,0
104716,공립,충청북도 보은군,판동초등학교송죽분교장,2024,12,6학년,out,0
111018,공립,충청북도 보은군,판동초등학교송죽분교장,2024,12,6학년,ttl,2
193000,공립,충청북도 보은군,판동초등학교송죽분교장,2023,12,5학년,in,0
199307,공립,충청북도 보은군,판동초등학교송죽분교장,2023,12,5학년,out,0
205614,공립,충청북도 보은군,판동초등학교송죽분교장,2023,12,5학년,ttl,2
287617,공립,충청북도 보은군,판동초등학교송죽분교장,2022,12,4학년,in,0
293926,공립,충청북도 보은군,판동초등학교송죽분교장,2022,12,4학년,out,0
300235,공립,충청북도 보은군,판동초등학교송죽분교장,2022,12,4학년,ttl,0
552087,공립,충청북도 음성군,평곡초등학교,2020,08,6학년,in,0
558376,공립,충청북도 음성군,평곡초등학교,2020,08,6학년,out,0
564665,공립,충청북도 음성군,평곡초등학교,2020,08,6학년,ttl,10
646112,공립,충청북도 음성군,평곡초등학교,2019,08,5학년,in,1
652377,공립,충청북도 음성군,평곡초등학교,2019,08,5학년,out,0
658642,공립,충청북도 음성군,평곡초등학교,2019,08,5학년,ttl,9
739949,공립,충청북도 음성군,평곡초등학교,2018,08,4학년,in,0
746201,공립,충청북도 음성군,평곡초등학교,2018,08,4학년,out,2
752453,공립,충청북도 음성군,평곡초등학교,2018,08,4학년,ttl,10
833663,공립,충청북도 음성군,평곡초등학교,2017,08,3학년,in,2
839906,공립,충청북도 음성군,평곡초등학교,2017,08,3학년,out,0
846149,공립,충청북도 음성군,평곡초등학교,2017,08,3학년,ttl,9
927212,공립,충청북도 음성군,평곡초등학교,2016,08,2학년,in,0
933431,공립,충청북도 음성군,평곡초등학교,2016,08,2학년,out,2
939650,공립,충청북도 음성군,평곡초등학교,2016,08,2학년,ttl,10
1020481,공립,충청북도 음성군,평곡초등학교,2015,08,1학년,in,1
1026692,공립,충청북도 음성군,평곡초등학교,2015,08,1학년,out,1
1032903,공립,충청북도 음성군,평곡초등학교,2015,08,1학년,ttl,11
438849,공립,충청북도 음성군,평곡초등학교,2021,09,6학년,in,0
445158,공립,충청북도 음성군,평곡초등학교,2021,09,6학년,out,0
451467,공립,충청북도 음성군,평곡초등학교,2021,09,6학년,ttl,9
533220,공립,충청북도 음성군,평곡초등학교,2020,09,5학년,in,0
539509,공립,충청북도 음성군,평곡초등학교,2020,09,5학년,out,0
545798,공립,충청북도 음성군,평곡초등학교,2020,09,5학년,ttl,9
627317,공립,충청북도 음성군,평곡초등학교,2019,09,4학년,in,1
633582,공립,충청북도 음성군,평곡초등학교,2019,09,4학년,out,0
639847,공립,충청북도 음성군,평곡초등학교,2019,09,4학년,ttl,10
721193,공립,충청북도 음성군,평곡초등학교,2018,09,3학년,in,1
727445,공립,충청북도 음성군,평곡초등학교,2018,09,3학년,out,1
733697,공립,충청북도 음성군,평곡초등학교,2018,09,3학년,ttl,8
814934,공립,충청북도 음성군,평곡초등학교,2017,09,2학년,in,0
821177,공립,충청북도 음성군,평곡초등학교,2017,09,2학년,out,1
827420,공립,충청북도 음성군,평곡초등학교,2017,09,2학년,ttl,9
908555,공립,충청북도 음성군,평곡초등학교,2016,09,1학년,in,0
914774,공립,충청북도 음성군,평곡초등학교,2016,09,1학년,out,1
920993,공립,충청북도 음성군,평곡초등학교,2016,09,1학년,ttl,10
325294,공립,충청북도 음성군,평곡초등학교,2022,10,6학년,in,0
331603,공립,충청북도 음성군,평곡초등학교,2022,10,6학년,out,0
337912,공립,충청북도 음성군,평곡초등학교,2022,10,6학년,ttl,12
419922,공립,충청북도 음성군,평곡초등학교,2021,10,5학년,in,0
426231,공립,충청북도 음성군,평곡초등학교,2021,10,5학년,out,0
432540,공립,충청북도 음성군,평곡초등학교,2021,10,5학년,ttl,12
514353,공립,충청북도 음성군,평곡초등학교,2020,10,4학년,in,0
520642,공립,충청북도 음성군,평곡초등학교,2020,10,4학년,out,0
526931,공립,충청북도 음성군,평곡초등학교,2020,10,4학년,ttl,12
608522,공립,충청북도 음성군,평곡초등학교,2019,10,3학년,in,2
614787,공립,충청북도 음성군,평곡초등학교,2019,10,3학년,out,0
621052,공립,충청북도 음성군,평곡초등학교,2019,10,3학년,ttl,12
702437,공립,충청북도 음성군,평곡초등학교,2018,10,2학년,in,0
708689,공립,충청북도 음성군,평곡초등학교,2018,10,2학년,out,1
714941,공립,충청북도 음성군,평곡초등학교,2018,10,2학년,ttl,10
796205,공립,충청북도 음성군,평곡초등학교,2017,10,1학년,in,0
802448,공립,충청북도 음성군,평곡초등학교,2017,10,1학년,out,0
808691,공립,충청북도 음성군,평곡초등학교,2017,10,1학년,ttl,10
211744,공립,충청북도 음성군,평곡초등학교,2023,11,6학년,in,0
218051,공립,충청북도 음성군,평곡초등학교,2023,11,6학년,out,2
224358,공립,충청북도 음성군,평곡초등학교,2023,11,6학년,ttl,8
306367,공립,충청북도 음성군,평곡초등학교,2022,11,5학년,in,0
312676,공립,충청북도 음성군,평곡초등학교,2022,11,5학년,out,0
318985,공립,충청북도 음성군,평곡초등학교,2022,11,5학년,ttl,8
400995,공립,충청북도 음성군,평곡초등학교,2021,11,4학년,in,0
407304,공립,충청북도 음성군,평곡초등학교,2021,11,4학년,out,0
413613,공립,충청북도 음성군,평곡초등학교,2021,11,4학년,ttl,7
495486,공립,충청북도 음성군,평곡초등학교,2020,11,3학년,in,0
501775,공립,충청북도 음성군,평곡초등학교,2020,11,3학년,out,0
508064,공립,충청북도 음성군,평곡초등학교,2020,11,3학년,ttl,7
589727,공립,충청북도 음성군,평곡초등학교,2019,11,2학년,in,1
595992,공립,충청북도 음성군,평곡초등학교,2019,11,2학년,out,0
602257,공립,충청북도 음성군,평곡초등학교,2019,11,2학년,ttl,7
683681,공립,충청북도 음성군,평곡초등학교,2018,11,1학년,in,0
689933,공립,충청북도 음성군,평곡초등학교,2018,11,1학년,out,0
696185,공립,충청북도 음성군,평곡초등학교,2018,11,1학년,ttl,6
98237,공립,충청북도 음성군,평곡초등학교,2024,12,6학년,in,0
104539,공립,충청북도 음성군,평곡초등학교,2024,12,6학년,out,1
110841,공립,충청북도 음성군,평곡초등학교,2024,12,6학년,ttl,11
192823,공립,충청북도 음성군,평곡초등학교,2023,12,5학년,in,4
199130,공립,충청북도 음성군,평곡초등학교,2023,12,5학년,out,2
205437,공립,충청북도 음성군,평곡초등학교,2023,12,5학년,ttl,10
287440,공립,충청북도 음성군,평곡초등학교,2022,12,4학년,in,0
293749,공립,충청북도 음성군,평곡초등학교,2022,12,4학년,out,0
300058,공립,충청북도 음성군,평곡초등학교,2022,12,4학년,ttl,10
382068,공립,충청북도 음성군,평곡초등학교,2021,12,3학년,in,2
388377,공립,충청북도 음성군,평곡초등학교,2021,12,3학년,out,0
394686,공립,충청북도 음성군,평곡초등학교,2021,12,3학년,ttl,8
476619,공립,충청북도 음성군,평곡초등학교,2020,12,2학년,in,0
482908,공립,충청북도 음성군,평곡초등학교,2020,12,2학년,out,0
489197,공립,충청북도 음성군,평곡초등학교,2020,12,2학년,ttl,8
570932,공립,충청북도 음성군,평곡초등학교,2019,12,1학년,in,0
577197,공립,충청북도 음성군,평곡초등학교,2019,12,1학년,out,0
583462,공립,충청북도 음성군,평곡초등학교,2019,12,1학년,ttl,8
552196,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,08,6학년,in,0
558485,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,08,6학년,out,2
564774,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,08,6학년,ttl,77
646221,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,08,5학년,in,5
652486,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,08,5학년,out,4
658751,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,08,5학년,ttl,77
740061,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,08,4학년,in,1
746313,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,08,4학년,out,5
752565,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,08,4학년,ttl,79
833775,공립,충청북도 청주시 흥덕구,풍광초등학교,2017,08,3학년,in,3
840018,공립,충청북도 청주시 흥덕구,풍광초등학교,2017,08,3학년,out,6
846261,공립,충청북도 청주시 흥덕구,풍광초등학교,2017,08,3학년,ttl,83
927324,공립,충청북도 청주시 흥덕구,풍광초등학교,2016,08,2학년,in,0
933543,공립,충청북도 청주시 흥덕구,풍광초등학교,2016,08,2학년,out,0
939762,공립,충청북도 청주시 흥덕구,풍광초등학교,2016,08,2학년,ttl,87
1020593,공립,충청북도 청주시 흥덕구,풍광초등학교,2015,08,1학년,in,0
1026804,공립,충청북도 청주시 흥덕구,풍광초등학교,2015,08,1학년,out,15
1033015,공립,충청북도 청주시 흥덕구,풍광초등학교,2015,08,1학년,ttl,91
438957,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,09,6학년,in,1
445266,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,09,6학년,out,2
451575,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,09,6학년,ttl,65
533329,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,09,5학년,in,3
539618,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,09,5학년,out,5
545907,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,09,5학년,ttl,67
627426,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,09,4학년,in,2
633691,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,09,4학년,out,6
639956,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,09,4학년,ttl,70
721305,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,09,3학년,in,5
727557,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,09,3학년,out,4
733809,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,09,3학년,ttl,70
815046,공립,충청북도 청주시 흥덕구,풍광초등학교,2017,09,2학년,in,2
821289,공립,충청북도 청주시 흥덕구,풍광초등학교,2017,09,2학년,out,4
827532,공립,충청북도 청주시 흥덕구,풍광초등학교,2017,09,2학년,ttl,71
908667,공립,충청북도 청주시 흥덕구,풍광초등학교,2016,09,1학년,in,0
914886,공립,충청북도 청주시 흥덕구,풍광초등학교,2016,09,1학년,out,0
921105,공립,충청북도 청주시 흥덕구,풍광초등학교,2016,09,1학년,ttl,76
325402,공립,충청북도 청주시 흥덕구,풍광초등학교,2022,10,6학년,in,7
331711,공립,충청북도 청주시 흥덕구,풍광초등학교,2022,10,6학년,out,1
338020,공립,충청북도 청주시 흥덕구,풍광초등학교,2022,10,6학년,ttl,78
420030,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,10,5학년,in,1
426339,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,10,5학년,out,8
432648,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,10,5학년,ttl,82
514462,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,10,4학년,in,5
520751,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,10,4학년,out,8
527040,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,10,4학년,ttl,83
608631,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,10,3학년,in,7
614896,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,10,3학년,out,9
621161,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,10,3학년,ttl,89
702549,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,10,2학년,in,7
708801,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,10,2학년,out,6
715053,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,10,2학년,ttl,85
796317,공립,충청북도 청주시 흥덕구,풍광초등학교,2017,10,1학년,in,3
802560,공립,충청북도 청주시 흥덕구,풍광초등학교,2017,10,1학년,out,1
808803,공립,충청북도 청주시 흥덕구,풍광초등학교,2017,10,1학년,ttl,85
211852,공립,충청북도 청주시 흥덕구,풍광초등학교,2023,11,6학년,in,0
218159,공립,충청북도 청주시 흥덕구,풍광초등학교,2023,11,6학년,out,0
224466,공립,충청북도 청주시 흥덕구,풍광초등학교,2023,11,6학년,ttl,86
306475,공립,충청북도 청주시 흥덕구,풍광초등학교,2022,11,5학년,in,6
312784,공립,충청북도 청주시 흥덕구,풍광초등학교,2022,11,5학년,out,5
319093,공립,충청북도 청주시 흥덕구,풍광초등학교,2022,11,5학년,ttl,86
401103,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,11,4학년,in,6
407412,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,11,4학년,out,6
413721,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,11,4학년,ttl,82
495595,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,11,3학년,in,4
501884,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,11,3학년,out,4
508173,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,11,3학년,ttl,84
589836,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,11,2학년,in,4
596101,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,11,2학년,out,10
602366,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,11,2학년,ttl,85
683793,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,11,1학년,in,2
690045,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,11,1학년,out,7
696297,공립,충청북도 청주시 흥덕구,풍광초등학교,2018,11,1학년,ttl,95
98345,공립,충청북도 청주시 흥덕구,풍광초등학교,2024,12,6학년,in,3
104647,공립,충청북도 청주시 흥덕구,풍광초등학교,2024,12,6학년,out,3
110949,공립,충청북도 청주시 흥덕구,풍광초등학교,2024,12,6학년,ttl,79
192931,공립,충청북도 청주시 흥덕구,풍광초등학교,2023,12,5학년,in,0
199238,공립,충청북도 청주시 흥덕구,풍광초등학교,2023,12,5학년,out,0
205545,공립,충청북도 청주시 흥덕구,풍광초등학교,2023,12,5학년,ttl,77
287548,공립,충청북도 청주시 흥덕구,풍광초등학교,2022,12,4학년,in,2
293857,공립,충청북도 청주시 흥덕구,풍광초등학교,2022,12,4학년,out,4
300166,공립,충청북도 청주시 흥덕구,풍광초등학교,2022,12,4학년,ttl,77
382176,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,12,3학년,in,3
388485,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,12,3학년,out,8
394794,공립,충청북도 청주시 흥덕구,풍광초등학교,2021,12,3학년,ttl,83
476728,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,12,2학년,in,4
483017,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,12,2학년,out,3
489306,공립,충청북도 청주시 흥덕구,풍광초등학교,2020,12,2학년,ttl,85
571041,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,12,1학년,in,3
577306,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,12,1학년,out,3
583571,공립,충청북도 청주시 흥덕구,풍광초등학교,2019,12,1학년,ttl,84
552088,공립,충청북도 음성군,하당초등학교,2020,08,6학년,in,0
558377,공립,충청북도 음성군,하당초등학교,2020,08,6학년,out,0
564666,공립,충청북도 음성군,하당초등학교,2020,08,6학년,ttl,12
646113,공립,충청북도 음성군,하당초등학교,2019,08,5학년,in,0
652378,공립,충청북도 음성군,하당초등학교,2019,08,5학년,out,0
658643,공립,충청북도 음성군,하당초등학교,2019,08,5학년,ttl,12
739950,공립,충청북도 음성군,하당초등학교,2018,08,4학년,in,0
746202,공립,충청북도 음성군,하당초등학교,2018,08,4학년,out,1
752454,공립,충청북도 음성군,하당초등학교,2018,08,4학년,ttl,13
833664,공립,충청북도 음성군,하당초등학교,2017,08,3학년,in,0
839907,공립,충청북도 음성군,하당초등학교,2017,08,3학년,out,0
846150,공립,충청북도 음성군,하당초등학교,2017,08,3학년,ttl,13
927213,공립,충청북도 음성군,하당초등학교,2016,08,2학년,in,0
933432,공립,충청북도 음성군,하당초등학교,2016,08,2학년,out,2
939651,공립,충청북도 음성군,하당초등학교,2016,08,2학년,ttl,14
1020482,공립,충청북도 음성군,하당초등학교,2015,08,1학년,in,1
1026693,공립,충청북도 음성군,하당초등학교,2015,08,1학년,out,1
1032904,공립,충청북도 음성군,하당초등학교,2015,08,1학년,ttl,15
438850,공립,충청북도 음성군,하당초등학교,2021,09,6학년,in,0
445159,공립,충청북도 음성군,하당초등학교,2021,09,6학년,out,0
451468,공립,충청북도 음성군,하당초등학교,2021,09,6학년,ttl,13
533221,공립,충청북도 음성군,하당초등학교,2020,09,5학년,in,0
539510,공립,충청북도 음성군,하당초등학교,2020,09,5학년,out,1
545799,공립,충청북도 음성군,하당초등학교,2020,09,5학년,ttl,14
627318,공립,충청북도 음성군,하당초등학교,2019,09,4학년,in,1
633583,공립,충청북도 음성군,하당초등학교,2019,09,4학년,out,1
639848,공립,충청북도 음성군,하당초등학교,2019,09,4학년,ttl,14
721194,공립,충청북도 음성군,하당초등학교,2018,09,3학년,in,0
727446,공립,충청북도 음성군,하당초등학교,2018,09,3학년,out,0
733698,공립,충청북도 음성군,하당초등학교,2018,09,3학년,ttl,15
814935,공립,충청북도 음성군,하당초등학교,2017,09,2학년,in,0
821178,공립,충청북도 음성군,하당초등학교,2017,09,2학년,out,0
827421,공립,충청북도 음성군,하당초등학교,2017,09,2학년,ttl,15
908556,공립,충청북도 음성군,하당초등학교,2016,09,1학년,in,1
914775,공립,충청북도 음성군,하당초등학교,2016,09,1학년,out,0
920994,공립,충청북도 음성군,하당초등학교,2016,09,1학년,ttl,14
325295,공립,충청북도 음성군,하당초등학교,2022,10,6학년,in,1
331604,공립,충청북도 음성군,하당초등학교,2022,10,6학년,out,0
337913,공립,충청북도 음성군,하당초등학교,2022,10,6학년,ttl,14
419923,공립,충청북도 음성군,하당초등학교,2021,10,5학년,in,1
426232,공립,충청북도 음성군,하당초등학교,2021,10,5학년,out,1
432541,공립,충청북도 음성군,하당초등학교,2021,10,5학년,ttl,14
514354,공립,충청북도 음성군,하당초등학교,2020,10,4학년,in,1
520643,공립,충청북도 음성군,하당초등학교,2020,10,4학년,out,1
526932,공립,충청북도 음성군,하당초등학교,2020,10,4학년,ttl,14
608523,공립,충청북도 음성군,하당초등학교,2019,10,3학년,in,3
614788,공립,충청북도 음성군,하당초등학교,2019,10,3학년,out,0
621053,공립,충청북도 음성군,하당초등학교,2019,10,3학년,ttl,13
702438,공립,충청북도 음성군,하당초등학교,2018,10,2학년,in,1
708690,공립,충청북도 음성군,하당초등학교,2018,10,2학년,out,1
714942,공립,충청북도 음성군,하당초등학교,2018,10,2학년,ttl,11
796206,공립,충청북도 음성군,하당초등학교,2017,10,1학년,in,1
802449,공립,충청북도 음성군,하당초등학교,2017,10,1학년,out,0
808692,공립,충청북도 음성군,하당초등학교,2017,10,1학년,ttl,10
211745,공립,충청북도 음성군,하당초등학교,2023,11,6학년,in,0
218052,공립,충청북도 음성군,하당초등학교,2023,11,6학년,out,0
224359,공립,충청북도 음성군,하당초등학교,2023,11,6학년,ttl,6
306368,공립,충청북도 음성군,하당초등학교,2022,11,5학년,in,1
312677,공립,충청북도 음성군,하당초등학교,2022,11,5학년,out,1
318986,공립,충청북도 음성군,하당초등학교,2022,11,5학년,ttl,6
400996,공립,충청북도 음성군,하당초등학교,2021,11,4학년,in,0
407305,공립,충청북도 음성군,하당초등학교,2021,11,4학년,out,2
413614,공립,충청북도 음성군,하당초등학교,2021,11,4학년,ttl,8
495487,공립,충청북도 음성군,하당초등학교,2020,11,3학년,in,2
501776,공립,충청북도 음성군,하당초등학교,2020,11,3학년,out,2
508065,공립,충청북도 음성군,하당초등학교,2020,11,3학년,ttl,9
589728,공립,충청북도 음성군,하당초등학교,2019,11,2학년,in,2
595993,공립,충청북도 음성군,하당초등학교,2019,11,2학년,out,1
602258,공립,충청북도 음성군,하당초등학교,2019,11,2학년,ttl,9
683682,공립,충청북도 음성군,하당초등학교,2018,11,1학년,in,0
689934,공립,충청북도 음성군,하당초등학교,2018,11,1학년,out,0
696186,공립,충청북도 음성군,하당초등학교,2018,11,1학년,ttl,10
98238,공립,충청북도 음성군,하당초등학교,2024,12,6학년,in,1
104540,공립,충청북도 음성군,하당초등학교,2024,12,6학년,out,2
110842,공립,충청북도 음성군,하당초등학교,2024,12,6학년,ttl,14
192824,공립,충청북도 음성군,하당초등학교,2023,12,5학년,in,0
199131,공립,충청북도 음성군,하당초등학교,2023,12,5학년,out,0
205438,공립,충청북도 음성군,하당초등학교,2023,12,5학년,ttl,16
287441,공립,충청북도 음성군,하당초등학교,2022,12,4학년,in,0
293750,공립,충청북도 음성군,하당초등학교,2022,12,4학년,out,0
300059,공립,충청북도 음성군,하당초등학교,2022,12,4학년,ttl,16
382069,공립,충청북도 음성군,하당초등학교,2021,12,3학년,in,2
388378,공립,충청북도 음성군,하당초등학교,2021,12,3학년,out,1
394687,공립,충청북도 음성군,하당초등학교,2021,12,3학년,ttl,15
476620,공립,충청북도 음성군,하당초등학교,2020,12,2학년,in,1
482909,공립,충청북도 음성군,하당초등학교,2020,12,2학년,out,1
489198,공립,충청북도 음성군,하당초등학교,2020,12,2학년,ttl,16
570933,공립,충청북도 음성군,하당초등학교,2019,12,1학년,in,0
577198,공립,충청북도 음성군,하당초등학교,2019,12,1학년,out,0
583463,공립,충청북도 음성군,하당초등학교,2019,12,1학년,ttl,16
552054,공립,충청북도 영동군,학산초등학교,2020,08,6학년,in,0
558343,공립,충청북도 영동군,학산초등학교,2020,08,6학년,out,2
564632,공립,충청북도 영동군,학산초등학교,2020,08,6학년,ttl,8
646079,공립,충청북도 영동군,학산초등학교,2019,08,5학년,in,0
652344,공립,충청북도 영동군,학산초등학교,2019,08,5학년,out,1
658609,공립,충청북도 영동군,학산초등학교,2019,08,5학년,ttl,9
739915,공립,충청북도 영동군,학산초등학교,2018,08,4학년,in,3
746167,공립,충청북도 영동군,학산초등학교,2018,08,4학년,out,0
752419,공립,충청북도 영동군,학산초등학교,2018,08,4학년,ttl,10
833629,공립,충청북도 영동군,학산초등학교,2017,08,3학년,in,0
839872,공립,충청북도 영동군,학산초등학교,2017,08,3학년,out,0
846115,공립,충청북도 영동군,학산초등학교,2017,08,3학년,ttl,7
927178,공립,충청북도 영동군,학산초등학교,2016,08,2학년,in,0
933397,공립,충청북도 영동군,학산초등학교,2016,08,2학년,out,0
939616,공립,충청북도 영동군,학산초등학교,2016,08,2학년,ttl,7
1020447,공립,충청북도 영동군,학산초등학교,2015,08,1학년,in,0
1026658,공립,충청북도 영동군,학산초등학교,2015,08,1학년,out,0
1032869,공립,충청북도 영동군,학산초등학교,2015,08,1학년,ttl,7
438816,공립,충청북도 영동군,학산초등학교,2021,09,6학년,in,0
445125,공립,충청북도 영동군,학산초등학교,2021,09,6학년,out,0
451434,공립,충청북도 영동군,학산초등학교,2021,09,6학년,ttl,8
533187,공립,충청북도 영동군,학산초등학교,2020,09,5학년,in,0
539476,공립,충청북도 영동군,학산초등학교,2020,09,5학년,out,0
545765,공립,충청북도 영동군,학산초등학교,2020,09,5학년,ttl,8
627284,공립,충청북도 영동군,학산초등학교,2019,09,4학년,in,1
633549,공립,충청북도 영동군,학산초등학교,2019,09,4학년,out,2
639814,공립,충청북도 영동군,학산초등학교,2019,09,4학년,ttl,9
721159,공립,충청북도 영동군,학산초등학교,2018,09,3학년,in,1
727411,공립,충청북도 영동군,학산초등학교,2018,09,3학년,out,0
733663,공립,충청북도 영동군,학산초등학교,2018,09,3학년,ttl,10
814900,공립,충청북도 영동군,학산초등학교,2017,09,2학년,in,0
821143,공립,충청북도 영동군,학산초등학교,2017,09,2학년,out,1
827386,공립,충청북도 영동군,학산초등학교,2017,09,2학년,ttl,9
908521,공립,충청북도 영동군,학산초등학교,2016,09,1학년,in,0
914740,공립,충청북도 영동군,학산초등학교,2016,09,1학년,out,1
920959,공립,충청북도 영동군,학산초등학교,2016,09,1학년,ttl,10
325261,공립,충청북도 영동군,학산초등학교,2022,10,6학년,in,0
331570,공립,충청북도 영동군,학산초등학교,2022,10,6학년,out,0
337879,공립,충청북도 영동군,학산초등학교,2022,10,6학년,ttl,8
419889,공립,충청북도 영동군,학산초등학교,2021,10,5학년,in,0
426198,공립,충청북도 영동군,학산초등학교,2021,10,5학년,out,0
432507,공립,충청북도 영동군,학산초등학교,2021,10,5학년,ttl,8
514320,공립,충청북도 영동군,학산초등학교,2020,10,4학년,in,0
520609,공립,충청북도 영동군,학산초등학교,2020,10,4학년,out,4
526898,공립,충청북도 영동군,학산초등학교,2020,10,4학년,ttl,9
608489,공립,충청북도 영동군,학산초등학교,2019,10,3학년,in,1
614754,공립,충청북도 영동군,학산초등학교,2019,10,3학년,out,1
621019,공립,충청북도 영동군,학산초등학교,2019,10,3학년,ttl,13
702403,공립,충청북도 영동군,학산초등학교,2018,10,2학년,in,2
708655,공립,충청북도 영동군,학산초등학교,2018,10,2학년,out,0
714907,공립,충청북도 영동군,학산초등학교,2018,10,2학년,ttl,12
796171,공립,충청북도 영동군,학산초등학교,2017,10,1학년,in,0
802414,공립,충청북도 영동군,학산초등학교,2017,10,1학년,out,0
808657,공립,충청북도 영동군,학산초등학교,2017,10,1학년,ttl,10
211712,공립,충청북도 영동군,학산초등학교,2023,11,6학년,in,1
218019,공립,충청북도 영동군,학산초등학교,2023,11,6학년,out,0
224326,공립,충청북도 영동군,학산초등학교,2023,11,6학년,ttl,8
306334,공립,충청북도 영동군,학산초등학교,2022,11,5학년,in,0
312643,공립,충청북도 영동군,학산초등학교,2022,11,5학년,out,0
318952,공립,충청북도 영동군,학산초등학교,2022,11,5학년,ttl,7
400962,공립,충청북도 영동군,학산초등학교,2021,11,4학년,in,0
407271,공립,충청북도 영동군,학산초등학교,2021,11,4학년,out,0
413580,공립,충청북도 영동군,학산초등학교,2021,11,4학년,ttl,7
495453,공립,충청북도 영동군,학산초등학교,2020,11,3학년,in,1
501742,공립,충청북도 영동군,학산초등학교,2020,11,3학년,out,0
508031,공립,충청북도 영동군,학산초등학교,2020,11,3학년,ttl,7
589694,공립,충청북도 영동군,학산초등학교,2019,11,2학년,in,0
595959,공립,충청북도 영동군,학산초등학교,2019,11,2학년,out,0
602224,공립,충청북도 영동군,학산초등학교,2019,11,2학년,ttl,6
683647,공립,충청북도 영동군,학산초등학교,2018,11,1학년,in,0
689899,공립,충청북도 영동군,학산초등학교,2018,11,1학년,out,0
696151,공립,충청북도 영동군,학산초등학교,2018,11,1학년,ttl,6
98205,공립,충청북도 영동군,학산초등학교,2024,12,6학년,in,0
104507,공립,충청북도 영동군,학산초등학교,2024,12,6학년,out,0
110809,공립,충청북도 영동군,학산초등학교,2024,12,6학년,ttl,6
192791,공립,충청북도 영동군,학산초등학교,2023,12,5학년,in,0
199098,공립,충청북도 영동군,학산초등학교,2023,12,5학년,out,0
205405,공립,충청북도 영동군,학산초등학교,2023,12,5학년,ttl,6
287407,공립,충청북도 영동군,학산초등학교,2022,12,4학년,in,0
293716,공립,충청북도 영동군,학산초등학교,2022,12,4학년,out,0
300025,공립,충청북도 영동군,학산초등학교,2022,12,4학년,ttl,6
382035,공립,충청북도 영동군,학산초등학교,2021,12,3학년,in,0
388344,공립,충청북도 영동군,학산초등학교,2021,12,3학년,out,1
